DistrictName,DistrictLEANumber,TotalDistrictEnrollment,CampusName,CampusID,TotalSchoolEnrollment,NewStudentCases,NewStaffCases,NewOnCampus,NewOffCampus,NewUnknown,TotalStudentCases,TotalStaffCases,TotalOnCampus,TotalOffCampus,TotalUnknown
BURKBURNETT ISD,'243901,3374,BURKBURNETT MIDDLE,'243901041,770, , , , , ,64,4,0,0,68
BURKBURNETT ISD,'243901,3374,OVERTON RAY EL,'243901101,543, , , , , ,63,14,0,0,77
BURKBURNETT ISD,'243901,3374,JOHN G TOWER EL,'243901103,472, , , , , ,11,3,0,0,14
BURKBURNETT ISD,'243901,3374,I C EVANS EL,'243901104,641, , , , , ,43,15,0,0,58
BURKBURNETT ISD TOTAL,'243901,3374,,,3374, , , , , ,*,44,*,*,*
ELECTRA ISD,'243902,457,ELECTRA JUNIOR/SENIOR HIGH,'243902001,169, , , , , ,*,1,*,*,*
ELECTRA ISD,'243902,457,ELECTRA EL,'243902101,288, , , , , ,*,0,*,*,*
ELECTRA ISD TOTAL,'243902,457,,,457, , , , , ,*,1,*,*,*
IOWA PARK CISD,'243903,1921,IOWA PARK H S,'243903001,541,*,0,*,*,*,38,10,0,0,48
IOWA PARK CISD,'243903,1921,IOWA PARK JJAEP,'243903002,<10, , , , , , , , , , 
IOWA PARK CISD,'243903,1921,W F GEORGE MIDDLE,'243903041,474, , , , , ,34,1,0,0,35
IOWA PARK CISD,'243903,1921,BRADFORD EL,'243903101,<430, , , , , ,*,2,*,*,*
IOWA PARK CISD,'243903,1921,KIDWELL EL,'243903103,481, , , , , ,25,8,0,2,31
IOWA PARK CISD,'243903,1921,,"Multiple
Campus",, , , , , ,0,3,0,0,3
IOWA PARK CISD TOTAL,'243903,1921,,,1921,*,0,*,*,*,*,24,*,*,*
WICHITA FALLS ISD,'243905,13627,HIRSCHI H S,'243905001,845, , , , , ,99,4,0,0,103
WICHITA FALLS ISD,'243905,13627,RIDER H S,'243905002,1615, , , , , ,60,6,1,0,65
WICHITA FALLS ISD,'243905,13627,WICHITA FALLS H S,'243905004,1363, , , , , ,77,1,0,0,78
WICHITA FALLS ISD,'243905,13627,DENVER CTR,'243905008,0, , , , , ,0,4,0,0,4
WICHITA FALLS ISD,'243905,13627,"WICHITA COUNTY JUVENILE
JUSTICE AEP",'243905009,41, , , , , , , , , , 
WICHITA FALLS ISD,'243905,13627,CAREER EDUCATION CENTER,'243905010,0, , , , , , , , , , 
WICHITA FALLS ISD,'243905,13627,BARWISE MIDDLE,'243905046,1028, , , , , ,55,3,0,0,58
WICHITA FALLS ISD,'243905,13627,MCNIEL MIDDLE,'243905047,1182, , , , , ,49,16,0,0,65
WICHITA FALLS ISD,'243905,13627,KIRBY MIDDLE,'243905048,565, , , , , ,51,9,0,0,60
WICHITA FALLS ISD,'243905,13627,"BROOK VILLAGE EARLY
CHILDHOOD",'243905104,184, , , , , ,8,2,0,1,9
WICHITA FALLS ISD,'243905,13627,BURGESS EL,'243905105,282, , , , , ,30,7,0,0,37
WICHITA FALLS ISD,'243905,13627,CROCKETT EL,'243905107,408, , , , , ,21,5,0,0,26
WICHITA FALLS ISD,'243905,13627,CUNNINGHAM SCHOOL,'243905108,445, , , , , ,13,5,0,0,18
WICHITA FALLS ISD,'243905,13627,FAIN EL,'243905109,401, , , , , ,22,1,0,0,23
WICHITA FALLS ISD,'243905,13627,FOWLER EL,'243905111,559, , , , , ,21,4,0,0,25
WICHITA FALLS ISD,'243905,13627,FRANKLIN EL,'243905112,460, , , , , ,14,1,1,2,12
WICHITA FALLS ISD,'243905,13627,HAYNES EL,'243905114,202, , , , , ,10,4,0,1,13
WICHITA FALLS ISD,'243905,13627,JEFFERSON EL,'243905118,405, , , , , ,5,1,0,0,6
WICHITA FALLS ISD,'243905,13627,LAMAR EL,'243905119,369, , , , , ,*,3,*,*,*
WICHITA FALLS ISD,'243905,13627,MILAM EL,'243905121,454, , , , , ,14,3,0,2,15
WICHITA FALLS ISD,'243905,13627,SHEPPARD AFB EL,'243905123,346, , , , , ,9,1,0,0,10
WICHITA FALLS ISD,'243905,13627,BOOKER T WASHINGTON EL,'243905125,276, , , , , ,17,2,0,0,19
WICHITA FALLS ISD,'243905,13627,WEST FOUNDATION EL,'243905126,434, , , , , ,20,7,2,0,25
WICHITA FALLS ISD,'243905,13627,SCOTLAND PARK EL,'243905128,526, , , , , ,26,6,0,0,32
WICHITA FALLS ISD,'243905,13627,SOUTHERN HILLS EL,'243905129,428, , , , , ,17,2,0,0,19
WICHITA FALLS ISD,'243905,13627,FARRIS EARLY CHILDHOOD CTR,'243905130,251, , , , , ,*,2,*,*,*
WICHITA FALLS ISD,'243905,13627,ZUNDELOWITZ EL,'243905131,507, , , , , ,17,1,0,0,18
WICHITA FALLS ISD,'243905,13627,NORTHWEST HEAD START,'243905207,51, , , , , ,*,0,*,*,*
WICHITA FALLS ISD,'243905,13627,,"Multiple
Campus",, , , , , ,0,6,0,1,5
WICHITA FALLS ISD TOTAL,'243905,13627,,,13627, , , , , ,678,106,4,7,773
CITY VIEW ISD,'243906,1129,CITY VIEW JUNIOR/SENIOR HIGH,'243906001,606, , , , , ,26,0,0,4,22
CITY VIEW ISD,'243906,1129,WICHITA COUNTY J J A E P,'243906002,<10, , , , , , , , , , 
CITY VIEW ISD,'243906,1129,CITY VIEW EL,'243906101,<530, , , , , ,*,2,*,*,*
CITY VIEW ISD TOTAL,'243906,1129,,,1129, , , , , ,*,2,*,*,*
HARROLD ISD,'244901,112,HARROLD SCHOOL,'244901001,112,*,0,*,*,*,*,2,*,*,*
HARROLD ISD TOTAL,'244901,112,,,112,*,0,*,*,*,*,2,*,*,*
VERNON ISD,'244903,1861,VERNON H S,'244903001,519, , , , , , , , , , 
VERNON ISD,'244903,1861,"NORTH TEXAS STATE HOSPITAL -
AFP - VERNON",'244903002,20, , , , , , , , , , 
VERNON ISD,'244903,1861,"VERNON ISD OPPORTUNITY
CENTER",'244903003,13, , , , , , , , , , 
VERNON ISD,'244903,1861,VERNON MIDDLE,'244903041,412, , , , , , , , , , 
VERNON ISD,'244903,1861,SHIVE EL,'244903104,551, , , , , , , , , , 
VERNON ISD,'244903,1861,T G MCCORD EL,'244903105,346, , , , , , , , , , 
VERNON ISD,'244903,1861,,"Multiple
Campus",, , , , , ,95,31,21,41,64
VERNON ISD TOTAL,'244903,1861,,,1861, , , , , ,95,31,21,41,64
NORTHSIDE ISD,'244905,238,NORTHSIDE SCHOOL,'244905001,238, , , , , ,16,2,1,1,16
NORTHSIDE ISD TOTAL,'244905,238,,,238, , , , , ,16,2,1,1,16
LASARA ISD,'245901,327,LASARA H S,'245901001,94, , , , , , , , , , 
LASARA ISD,'245901,327,LASARA EL,'245901101,233, , , , , , , , , , 
LASARA ISD TOTAL,'245901,327,,,327, , , , , , , , , , 
LYFORD CISD,'245902,1456,LYFORD H S,'245902001,467, , , , , ,11,0,0,0,11
LYFORD CISD,'245902,1456,CCJJAEP,'245902002,0, , , , , , , , , , 
LYFORD CISD,'245902,1456,LYFORD MIDDLE,'245902041,358, , , , , ,20,0,0,0,20
LYFORD CISD,'245902,1456,LYFORD EL,'245902106,631,*,0,*,*,*,18,2,0,0,20
LYFORD CISD,'245902,1456,,"Multiple
Campus",, , , , , ,0,3,0,0,3
LYFORD CISD TOTAL,'245902,1456,,,1456,*,0,*,*,*,49,5,0,0,54
RAYMONDVILLE ISD,'245903,1932,RAYMONDVILLE H S,'245903001,526, , , , , ,34,3,1,8,28
RAYMONDVILLE ISD,'245903,1932,CCJJAEP,'245903003,0, , , , , , , , , , 
RAYMONDVILLE ISD,'245903,1932,"RAYMONDVILLE OPTIONS
ACADEMIC ACADEMY",'245903004,52, , , , , ,*,0,*,*,*
RAYMONDVILLE ISD,'245903,1932,MYRA GREEN MIDDLE,'245903041,412, , , , , ,25,3,0,4,24
RAYMONDVILLE ISD,'245903,1932,PITTMAN EL,'245903102,570, , , , , ,24,2,0,5,21
RAYMONDVILLE ISD,'245903,1932,SMITH EL,'245903105,372, , , , , ,16,3,0,1,18
RAYMONDVILLE ISD TOTAL,'245903,1932,,,1932, , , , , ,*,11,*,*,*
SAN PERLITA ISD,'245904,226,SAN PERLITA H S,'245904002,77, , , , , ,*,1,*,*,*
SAN PERLITA ISD,'245904,226,SAN PERLITA MIDDLE,'245904041,51, , , , , , , , , , 
SAN PERLITA ISD,'245904,226,SAN PERLITA EL,'245904101,98,*,0,*,*,*,7,0,0,1,6
SAN PERLITA ISD,'245904,226,,"Multiple
Campus",, , , , , ,0,2,0,1,1
SAN PERLITA ISD TOTAL,'245904,226,,,226,*,0,*,*,*,*,3,*,*,*
MERIDIAN WORLD SCHOOL LLC,'246801,1684,MERIDIAN WORLD SCHOOL LLC,'246801001,1684, , , , , ,*,2,*,*,*
"MERIDIAN WORLD SCHOOL LLC
TOTAL",'246801,1684,,,1684, , , , , ,*,2,*,*,*
"GOODWATER MONTESSORI
SCHOOL",'246802,376,"GOODWATER MONTESSORI
SCHOOL",'246802001,376, , , , , ,22,1,1,17,5
"GOODWATER MONTESSORI
SCHOOL TOTAL",'246802,376,,,376, , , , , ,22,1,1,17,5
FLORENCE ISD,'246902,1129,FLORENCE H S,'246902001,351, , , , , ,21,4,0,3,22
FLORENCE ISD,'246902,1129,STEP - JJAEP,'246902002,0, , , , , , , , , , 
FLORENCE ISD,'246902,1129,STEP - DETENTION,'246902004,<10, , , , , , , , , , 
FLORENCE ISD,'246902,1129,BELL COUNTY JJAEP,'246902005,0, , , , , , , , , , 
FLORENCE ISD,'246902,1129,STEP - CORE,'246902006,0, , , , , , , , , , 
FLORENCE ISD,'246902,1129,FLORENCE MIDDLE,'246902041,<270, , , , , ,*,1,*,*,*
FLORENCE ISD,'246902,1129,FLORENCE EL,'246902101,510, , , , , ,22,3,0,8,17
FLORENCE ISD,'246902,1129,,"Multiple
Campus",, , , , , ,0,3,0,2,1
FLORENCE ISD TOTAL,'246902,1129,,,1129, , , , , ,*,11,*,*,*
GEORGETOWN ISD,'246904,12670,GEORGETOWN H S,'246904001,2002, , , , , ,90,8,0,6,92
GEORGETOWN ISD,'246904,12670,CHIP RICHARTE H S,'246904002,90, , , , , ,0,1,0,0,1
GEORGETOWN ISD,'246904,12670,GEORGETOWN ALTER PROG,'246904003,29, , , , , , , , , , 
GEORGETOWN ISD,'246904,12670,EAST VIEW H S,'246904004,2072, , , , , ,120,12,0,6,126
GEORGETOWN ISD,'246904,12670,DOUGLAS BENOLD MIDDLE,'246904040,731, , , , , ,51,10,0,3,58
GEORGETOWN ISD,'246904,12670,JAMES TIPPIT MIDDLE,'246904041,584, , , , , ,24,1,0,2,23
GEORGETOWN ISD,'246904,12670,CHARLES A FORBES MIDDLE,'246904042,652, , , , , ,43,3,0,0,46
GEORGETOWN ISD,'246904,12670,GEORGE WAGNER MIDDLE,'246904045,860, , , , , ,72,3,0,1,74
GEORGETOWN ISD,'246904,12670,ANNIE PURL EL,'246904101,615, , , , , ,22,5,0,0,27
GEORGETOWN ISD,'246904,12670,CARVER EL,'246904102,732, , , , , ,57,5,0,0,62
GEORGETOWN ISD,'246904,12670,FROST EL,'246904103,357, , , , , ,25,1,0,0,26
GEORGETOWN ISD,'246904,12670,PAT COOPER EL,'246904104,598, , , , , ,14,4,0,2,16
GEORGETOWN ISD,'246904,12670,WOLF RANCH EL,'246904105,653, , , , , ,44,10,0,1,53
GEORGETOWN ISD,'246904,12670,RAYE MCCOY EL,'246904106,487, , , , , ,50,3,0,0,53
GEORGETOWN ISD,'246904,12670,VILLAGE EL,'246904107,453, , , , , ,28,1,0,1,28
GEORGETOWN ISD,'246904,12670,JO ANN FORD EL,'246904109,543, , , , , ,54,5,0,0,59
GEORGETOWN ISD,'246904,12670,JAMES E MITCHELL EL,'246904110,673, , , , , ,47,6,0,0,53
GEORGETOWN ISD,'246904,12670,WILLIAMS EL,'246904111,531, , , , , ,41,7,0,0,48
GEORGETOWN ISD,'246904,12670,S T E P - J J A E P,'246904197,<10, , , , , , , , , , 
GEORGETOWN ISD,'246904,12670,S T E P - DETENTION,'246904199,<10, , , , , ,0,1,0,0,1
GEORGETOWN ISD,'246904,12670,S T E P - C O R E,'246904204,<10, , , , , , , , , , 
GEORGETOWN ISD,'246904,12670,,"Multiple
Campus",, , , , , ,1,36,0,3,34
GEORGETOWN ISD TOTAL,'246904,12670,,,12670, , , , , ,783,122,0,25,880
GRANGER ISD,'246905,509,GRANGER SCHOOL,'246905001,509, , , , , ,49,8,14,43,0
GRANGER ISD,'246905,509,STEP CORE/JJAEP,'246905002,0, , , , , , , , , , 
GRANGER ISD,'246905,509,STEP DETENTION CENTER,'246905003,0, , , , , , , , , , 
GRANGER ISD TOTAL,'246905,509,,,509, , , , , ,49,8,14,43,0
HUTTO ISD,'246906,8989,HUTTO H S,'246906001,1884, , , , , , , , , , 
HUTTO ISD,'246906,8989,STEP - JJAEP,'246906002,<10, , , , , , , , , , 
HUTTO ISD,'246906,8989,STEP --DETENTION,'246906003,0, , , , , , , , , , 
HUTTO ISD,'246906,8989,HUTTO NINTH GRADE CENTER,'246906004,691, , , , , , , , , , 
HUTTO ISD,'246906,8989,STEP - CORE,'246906005,0, , , , , , , , , , 
HUTTO ISD,'246906,8989,HUTTO MIDDLE,'246906041,1108, , , , , , , , , , 
HUTTO ISD,'246906,8989,FARLEY MIDDLE,'246906042,1033, , , , , , , , , , 
HUTTO ISD,'246906,8989,HUTTO EL,'246906101,628, , , , , , , , , , 
HUTTO ISD,'246906,8989,COTTONWOOD CREEK EL,'246906103,613, , , , , , , , , , 
HUTTO ISD,'246906,8989,RAY EL,'246906104,600, , , , , , , , , , 
HUTTO ISD,'246906,8989,VETERANS HILL EL,'246906106,576, , , , , , , , , , 
HUTTO ISD,'246906,8989,HOWARD NORMAN EL,'246906107,<560, , , , , , , , , , 
HUTTO ISD,'246906,8989,BENJAMIN DOC KERLEY EL,'246906108,727, , , , , , , , , , 
HUTTO ISD,'246906,8989,NADINE JOHNSON EL,'246906121,578, , , , , , , , , , 
HUTTO ISD TOTAL,'246906,8989,,,8989, , , , , , , , , , 
JARRELL ISD,'246907,2892,JARRELL H S,'246907001,762, , , , , ,40,5,0,0,45
JARRELL ISD,'246907,2892,S T E P - J J A E P,'246907002,0, , , , , , , , , , 
JARRELL ISD,'246907,2892,S T E P - DETENTION,'246907004,0, , , , , , , , , , 
JARRELL ISD,'246907,2892,S T E P - C O R E,'246907006,<10, , , , , , , , , , 
JARRELL ISD,'246907,2892,JARRELL MIDDLE,'246907041,<620, , , , , ,*,14,*,*,*
JARRELL ISD,'246907,2892,JARRELL EL,'246907101,665, , , , , ,31,1,0,0,32
JARRELL ISD,'246907,2892,IGO EL,'246907102,854, , , , , ,47,12,0,0,59
JARRELL ISD TOTAL,'246907,2892,,,2892, , , , , ,*,32,*,*,*
LIBERTY HILL ISD,'246908,6804,LIBERTY HILL H S,'246908001,1789, , , , , ,162,13,0,5,170
LIBERTY HILL ISD,'246908,6804,STEP - JJAEP,'246908005,0, , , , , , , , , , 
LIBERTY HILL ISD,'246908,6804,STEP - DETENTION,'246908006,0, , , , , , , , , , 
LIBERTY HILL ISD,'246908,6804,STEP - CORE,'246908007,0, , , , , , , , , , 
LIBERTY HILL ISD,'246908,6804,"LEANDER EXTENDED
OPPORTUNITY CENTER (LEO)",'246908008,<10, , , , , , , , , , 
LIBERTY HILL ISD,'246908,6804,LIBERTY HILL MIDDLE,'246908041,909, , , , , ,174,15,0,2,187
LIBERTY HILL ISD,'246908,6804,SANTA RITA MIDDLE,'246908042,684, , , , , ,85,5,0,0,90
LIBERTY HILL ISD,'246908,6804,LIBERTY HILL EL,'246908101,<540, , , , , ,*,3,*,*,*
LIBERTY HILL ISD,'246908,6804,LOUINE NOBLE EL,'246908102,556, , , , , ,62,16,0,2,76
LIBERTY HILL ISD,'246908,6804,BILL BURDEN EL,'246908103,800, , , , , ,112,13,0,3,122
LIBERTY HILL ISD,'246908,6804,RANCHO SIENNA EL,'246908104,740, , , , , ,71,9,0,1,79
LIBERTY HILL ISD,'246908,6804,SANTA RITA EL,'246908105,791,*,0,*,*,*,63,8,0,1,70
LIBERTY HILL ISD TOTAL,'246908,6804,,,6804,*,0,*,*,*,*,82,*,*,*
ROUND ROCK ISD,'246909,47598,ROUND ROCK H S,'246909001,3750,*,0,*,*,*,105,10,0,0,115
ROUND ROCK ISD,'246909,47598,ROUND ROCK OPPORT CTR DAEP,'246909002,45, , , , , ,*,5,*,*,*
ROUND ROCK ISD,'246909,47598,WESTWOOD H S,'246909003,2800,*,1,*,*,*,53,8,0,0,61
ROUND ROCK ISD,'246909,47598,MCNEIL H S,'246909004,2524,*,0,*,*,*,72,9,0,0,81
ROUND ROCK ISD,'246909,47598,GOALS,'246909005,0, , , , , , , , , , 
ROUND ROCK ISD,'246909,47598,STONY POINT H S,'246909007,2660,*,0,*,*,*,149,9,0,0,158
ROUND ROCK ISD,'246909,47598,CEDAR RIDGE H S,'246909008,2809,6,0,0,0,6,146,15,7,1,153
ROUND ROCK ISD,'246909,47598,NEW 6TH H S - PEARSON RANCH,'246909010,, , , , , ,*,0,*,*,*
ROUND ROCK ISD,'246909,47598,SUCCESS H S,'246909011,343, , , , , ,17,1,0,0,18
ROUND ROCK ISD,'246909,47598,S T E P - J J A E P,'246909012,<10, , , , , , , , , , 
ROUND ROCK ISD,'246909,47598,RRISD EARLY COLLEGE H S,'246909015,385,*,0,*,*,*,13,0,0,0,13
ROUND ROCK ISD,'246909,47598,S T E P - DETENTION,'246909016,<10, , , , , , , , , , 
ROUND ROCK ISD,'246909,47598,S T E P - C O R E,'246909018,<10, , , , , , , , , , 
ROUND ROCK ISD,'246909,47598,C D FULKES MIDDLE,'246909041,581,*,1,*,*,*,14,4,0,0,18
ROUND ROCK ISD,'246909,47598,NOEL GRISHAM MIDDLE,'246909042,580, , , , , ,14,4,0,0,18
ROUND ROCK ISD,'246909,47598,CHISHOLM TRAIL MIDDLE,'246909043,1161, , , , , ,38,5,0,0,43
ROUND ROCK ISD,'246909,47598,CANYON VISTA MIDDLE,'246909044,1283,*,0,*,*,*,26,5,1,0,30
ROUND ROCK ISD,'246909,47598,DEERPARK MIDDLE,'246909045,886, , , , , ,35,1,0,0,36
ROUND ROCK ISD,'246909,47598,HOPEWELL MIDDLE,'246909046,1155,*,1,*,*,*,84,9,0,0,93
ROUND ROCK ISD,'246909,47598,CEDAR VALLEY MIDDLE,'246909047,1245, , , , , ,30,2,0,0,32
ROUND ROCK ISD,'246909,47598,RIDGEVIEW MIDDLE,'246909051,1238, , , , , ,61,6,0,0,67
ROUND ROCK ISD,'246909,47598,JAMES GARLAND WALSH MIDDLE,'246909052,1214, , , , , ,46,1,0,0,47
ROUND ROCK ISD,'246909,47598,"PFC ROBERT P HERNANDEZ
MIDDLE",'246909053,686,*,0,*,*,*,57,9,0,0,66
ROUND ROCK ISD,'246909,47598,PEARSON RANCH MIDDLE,'246909054,907, , , , , ,18,0,0,0,18
ROUND ROCK ISD,'246909,47598,CLAUDE BERKMAN EL,'246909101,372, , , , , ,20,1,0,0,21
ROUND ROCK ISD,'246909,47598,EL DAEP,'246909102,<10, , , , , , , , , , 
ROUND ROCK ISD,'246909,47598,SPICEWOOD EL,'246909105,605,*,0,*,*,*,14,0,0,0,14
ROUND ROCK ISD,'246909,47598,XENIA VOIGT EL,'246909106,445,*,0,*,*,*,28,4,0,0,32
ROUND ROCK ISD,'246909,47598,DEEP WOOD EL,'246909107,312, , , , , ,16,3,0,0,19
ROUND ROCK ISD,'246909,47598,FOREST NORTH EL,'246909108,239, , , , , ,13,0,0,0,13
ROUND ROCK ISD,'246909,47598,ANDERSON MILL EL,'246909109,426,*,0,*,*,*,20,5,0,0,25
ROUND ROCK ISD,'246909,47598,KATHY CARAWAY EL,'246909110,439,*,0,*,*,*,13,2,0,0,15
ROUND ROCK ISD,'246909,47598,VIC ROBERTSON EL,'246909111,356, , , , , ,17,7,0,0,24
ROUND ROCK ISD,'246909,47598,PURPLE SAGE EL,'246909113,359, , , , , ,8,1,0,0,9
ROUND ROCK ISD,'246909,47598,BRUSHY CREEK EL,'246909114,525, , , , , ,35,3,0,0,38
ROUND ROCK ISD,'246909,47598,WELLS BRANCH EL,'246909115,382, , , , , ,22,3,0,0,25
ROUND ROCK ISD,'246909,47598,LAUREL MOUNTAIN EL,'246909116,516, , , , , ,15,4,0,0,19
ROUND ROCK ISD,'246909,47598,POND SPRINGS EL,'246909117,465, , , , , ,17,4,0,0,21
ROUND ROCK ISD,'246909,47598,BLUEBONNET EL,'246909118,329, , , , , ,31,2,0,3,30
ROUND ROCK ISD,'246909,47598,DOUBLE FILE TRAIL EL,'246909119,535,*,0,*,*,*,69,5,0,0,74
ROUND ROCK ISD,'246909,47598,LIVE OAK EL,'246909120,409, , , , , ,41,3,0,0,44
ROUND ROCK ISD,'246909,47598,GATTIS EL,'246909121,556, , , , , ,23,0,0,0,23
ROUND ROCK ISD,'246909,47598,OLD TOWN EL,'246909122,533,0,1,0,0,1,16,4,0,2,18
ROUND ROCK ISD,'246909,47598,FERN BLUFF EL,'246909123,556,*,1,*,*,*,52,10,0,0,62
ROUND ROCK ISD,'246909,47598,JOLLYVILLE EL,'246909124,449,*,0,*,*,*,15,2,0,0,17
ROUND ROCK ISD,'246909,47598,CANYON CREEK EL,'246909125,312, , , , , ,*,2,*,*,*
ROUND ROCK ISD,'246909,47598,FOREST CREEK EL,'246909126,619, , , , , ,65,6,0,1,70
ROUND ROCK ISD,'246909,47598,CALDWELL HEIGHTS EL,'246909127,552, , , , , ,44,6,0,0,50
ROUND ROCK ISD,'246909,47598,GREAT OAKS EL,'246909128,711, , , , , ,19,3,0,0,22
ROUND ROCK ISD,'246909,47598,JOE LEE JOHNSON EL,'246909129,617,*,0,*,*,*,30,2,0,1,31
ROUND ROCK ISD,'246909,47598,BLACKLAND PRAIRIE EL,'246909130,643,*,0,*,*,*,70,9,0,0,79
ROUND ROCK ISD,'246909,47598,TERAVISTA EL,'246909131,703,*,0,*,*,*,50,6,0,0,56
ROUND ROCK ISD,'246909,47598,CACTUS RANCH EL,'246909132,533, , , , , ,28,1,0,0,29
ROUND ROCK ISD,'246909,47598,REDBUD EL,'246909133,4284, , , , , ,22,3,0,0,25
ROUND ROCK ISD,'246909,47598,PATSY SOMMER EL,'246909134,640, , , , , ,13,1,0,0,14
ROUND ROCK ISD,'246909,47598,CHANDLER OAKS EL,'246909135,506, , , , , ,20,3,0,0,23
ROUND ROCK ISD,'246909,47598,NEYSA CALLISON EL,'246909136,609,*,0,*,*,*,20,2,0,0,22
ROUND ROCK ISD,'246909,47598,UNION HILL EL,'246909137,613, , , , , ,60,3,0,0,63
ROUND ROCK ISD,'246909,47598,LINDA HERRINGTON EL,'246909138,654, , , , , ,33,9,0,0,42
ROUND ROCK ISD,'246909,47598,ELSA ENGLAND EL,'246909139,529, , , , , ,8,1,0,0,9
ROUND ROCK ISD TOTAL,'246909,47598,,,47598,37,5,0,0,42,1952,223,8,9,2158
TAYLOR ISD,'246911,3045,TAYLOR H S,'246911001,859, , , , , , , , , , 
TAYLOR ISD,'246911,3045,LEGACY EARLY COLLEGE H S,'246911009,<180, , , , , , , , , , 
TAYLOR ISD,'246911,3045,S T E P - JJAEP,'246911010,0, , , , , , , , , , 
TAYLOR ISD,'246911,3045,S T E P DETENTION,'246911011,0, , , , , , , , , , 
TAYLOR ISD,'246911,3045,TAYLOR MIDDLE,'246911041,640, , , , , , , , , , 
TAYLOR ISD,'246911,3045,MAIN STREET INT,'246911102,402, , , , , , , , , , 
TAYLOR ISD,'246911,3045,NAOMI PASEMANN EL,'246911103,601, , , , , , , , , , 
TAYLOR ISD,'246911,3045,TH JOHNSON EL,'246911107,372, , , , , , , , , , 
TAYLOR ISD,'246911,3045,STEP-CORE,'246911112,<10, , , , , , , , , , 
TAYLOR ISD TOTAL,'246911,3045,,,3045, , , , , , , , , , 
THRALL ISD,'246912,795,THRALL H S,'246912001,247, , , , , ,23,1,4,5,15
THRALL ISD,'246912,795,STEP- JJAEP,'246912002,0, , , , , , , , , , 
THRALL ISD,'246912,795,STEP- DETENTION,'246912003,0, , , , , , , , , , 
THRALL ISD,'246912,795,THRALL MIDDLE,'246912042,247, , , , , ,25,0,0,6,19
THRALL ISD,'246912,795,THRALL EL,'246912101,301, , , , , ,19,2,0,12,9
THRALL ISD TOTAL,'246912,795,,,795, , , , , ,67,3,4,23,43
LEANDER ISD,'246913,41869,LEANDER H S,'246913001,2203, , , , , ,24,3,0,0,27
LEANDER ISD,'246913,41869,CEDAR PARK H S,'246913002,2022, , , , , ,10,0,0,0,10
LEANDER ISD,'246913,41869,VISTA RIDGE H S,'246913003,2630, , , , , ,28,4,0,0,32
LEANDER ISD,'246913,41869,ROUSE H S,'246913004,1931, , , , , ,20,4,0,0,24
LEANDER ISD,'246913,41869,VANDEGRIFT H S,'246913005,2736, , , , , ,26,0,0,0,26
LEANDER ISD,'246913,41869,GLENN H S,'246913006,1992, , , , , ,26,0,0,0,26
LEANDER ISD,'246913,41869,STEP - JJAEP,'246913010,0, , , , , , , , , , 
LEANDER ISD,'246913,41869,NEW HOPE H S,'246913011,76, , , , , ,*,0,*,*,*
LEANDER ISD,'246913,41869,STEP - DETENTION,'246913012,0, , , , , , , , , , 
LEANDER ISD,'246913,41869,TRAVIS CO J J A E P,'246913013,0, , , , , , , , , , 
LEANDER ISD,'246913,41869,"LEANDER EXTENDED
OPPORTUNITY",'246913014,<50, , , , , , , , , , 
LEANDER ISD,'246913,41869,STEP - CORE,'246913015,<10, , , , , , , , , , 
LEANDER ISD,'246913,41869,CEDAR PARK MIDDLE,'246913041,1332, , , , , ,9,2,0,0,11
LEANDER ISD,'246913,41869,LEANDER MIDDLE,'246913042,823, , , , , ,*,0,*,*,*
LEANDER ISD,'246913,41869,RUNNING BRUSHY MIDDLE,'246913043,1087, , , , , ,9,1,0,0,10
LEANDER ISD,'246913,41869,ARTIE L HENRY MIDDLE,'246913044,1337, , , , , ,33,2,0,0,35
LEANDER ISD,'246913,41869,CANYON RIDGE MIDDLE,'246913045,1176, , , , , ,*,0,*,*,*
LEANDER ISD,'246913,41869,KNOX WILEY MIDDLE,'246913046,780, , , , , ,5,0,0,0,5
LEANDER ISD,'246913,41869,FOUR POINTS MIDDLE,'246913047,690, , , , , ,8,2,0,0,10
LEANDER ISD,'246913,41869,FLORENCE W STILES MIDDLE,'246913048,1454, , , , , ,15,5,0,0,20
LEANDER ISD,'246913,41869,STACY KAYE DANIELSON MIDDLE,'246913049,1217, , , , , ,5,1,0,0,6
LEANDER ISD,'246913,41869,WHITESTONE EL,'246913101,859, , , , , ,7,3,0,0,10
LEANDER ISD,'246913,41869,ADA MAE FAUBION EL,'246913102,401, , , , , ,7,3,0,0,10
LEANDER ISD,'246913,41869,BLOCK HOUSE CREEK EL,'246913103,515, , , , , ,*,1,*,*,*
LEANDER ISD,'246913,41869,CYPRESS EL,'246913104,558, , , , , ,8,0,0,0,8
LEANDER ISD,'246913,41869,C C MASON EL,'246913105,665, , , , , ,*,2,*,*,*
LEANDER ISD,'246913,41869,LOIS F GIDDENS EL,'246913106,470, , , , , ,*,0,*,*,*
LEANDER ISD,'246913,41869,STEINER RANCH EL,'246913107,501, , , , , ,*,2,*,*,*
LEANDER ISD,'246913,41869,PAULINE NAUMANN EL,'246913108,467, , , , , ,*,1,*,*,*
LEANDER ISD,'246913,41869,BAGDAD EL,'246913109,704, , , , , ,*,1,*,*,*
LEANDER ISD,'246913,41869,CHARLOTTE COX EL,'246913110,599, , , , , ,22,4,0,0,26
LEANDER ISD,'246913,41869,LAURA WELCH BUSH EL,'246913111,559, , , , , ,*,1,*,*,*
